"","2582580512","2582580513","2582580514","2582580515","2582580516","2582580517","2582580518","2582580519","2582580520","2582580521","2582580522","2582580523","2582580524","2582580525","2582580526","2582580527","2582580528","2582580529","2582580530","2582580531","2582580532","2582580533","2582580536","2582580537","2582580538","2582580539","2582580540","2582580541","2582580542","2582580543","2582580544","2582580545","2582580546","2582580547","2582580548","2582580549","2582580550","2582580551","2582580552","2582580553","2582580554","2582580555","2582580556","2582580557","2582580558","2582580559","2582580560","2582580561","2582580562","2582580563","2582580564","2582580565","2582580566","2582580567","2582580568","2582580569","2582580570","2582580571","2582580572","2582580573","2582580575","2582580576","2582580577","2582580578","2582580579","2582580580","2582580581","2582580582","2582580583","2582580584","2582580585","2582580586","2582580587","2582580588","2582580589","2582580590","2582580591","2582580592","2582580593","2582580594","2582580595","2582580596","2582580597","2582580598","2582580599","2582580600","2582580601","2582580602","2582580603","2582580605","2582580606","2582580607","2582580608","2582580609","2582580610","2582580611","2582580612","2582580613","2582580614","2582580615","2582580616","2582580617","2582580620","2582580621","2582580622","2582580623","2582580624","2582580625","2582580627","2582580628","2582580629","2582580630","2582580631","2582580632","2582580633","2582580634","2582580635","2582580637","2582580638","2582580639","2582580640","2582580641","2582580642","2582580643","2582580644","2582580646","2582580647","2582580648","2582580649","2582580650","2582580651","2582580652","2582580653","2582580654","2582580657","2582580658","2582580659","2582580662","2582580663","2582580664","2582580665","2582580668","2582580669","2582580670","2582580671","2582580672","2582580673","2582580674","2582580675","2582580677","2582580679","2582580680","2582580682","2582580683","2582580684","2582580685","2582580686","2582580687","2582580688","2582580689","2582580690","2582580691","2582580692","2582580693","2582580694","2582580695","2582580697","2582580698","2582580699","2582580700","2582580701","2582580702","2582580703","2582580705","2582580706","2582580708","2582580711","2582580712","2593339176","2593339177","2593339178","2593339179","2593339181","2593339182","2593339183","2593339184","2593339185","2593339187","2593339188","2593339189","2593339190","2593339191","2593339192"
"2582580512",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.65,0,0,0,0,67.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2582580513",0,100,0,0,0,0,0,0,0,0,0,0,0,0,68.13,0,0,0,0,0,0,0,0,0,67.79,0,0,0,0,0,70.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.25,0,0,0,69.7,0,0,0,0,0,0,0,0,68.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2582580514",0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2582580515",0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.21,68.52,0,0,0,0,0,0,0,67.76,66.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.68,0,0,0,0,0,0,0,68.06,0,0,0,0,0,0,0,0,67.9,68.05,0,0,0,0,0,0,0,0,0,0,68.17,0,0,0,0,0,0,0,67.94,0,0,0,0,0,0,0,0,0,68.11,0,0,68.49,68.42,0,0,0,0,0,0,0,0,0,0,67.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.29,0,0,0,0,0,0,0,67.74,64.88,67.26,0,0,0,0,0,0,0,0,0,0,0,0,0
"2582580516",0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2582580517",0,0,0,0,0,100,0,0,69.38,0,0,0,0,0,0,0,67.02,0,72.29,0,0,0,0,0,0,70.93,0,0,0,0,65.35,0,0,0,0,0,0,0,0,0,73.67,0,0,0,0,0,0,0,0,0,64.72,70.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.94,0,0,66.88,67.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.64,0,0,0,0,0,0
"2582580518",0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2582580519",0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,65.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.81,0,0,0,0,0,0,0,0,0,0,0,0,0,67.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2582580520",0,0,0,0,0,69.54,0,0,100,0,0,0,0,0,0,0,0,0,69.04,0,0,0,0,0,0,69.09,0,0,0,0,69.05,0,0,0,0,0,0,0,0,0,68.89,0,0,0,0,0,0,0,0,0,0,69.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.01,0,0,0,0,0,0,0,0,0,0,68.71,0,0,0,0,0,0,0,0,68.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.63,0,0,0,70.19,0,0,71.4,0,0,0
