ME36464|contig-2351001193	30551	0	0	0	0	0	0	0.00763384	0.0300947	0.0084681	0	0.0168676	0	0	0.0185991	0.0425115	0.0415629	0.0925723	0.189046	0	0	0.00816869	0.00587864	0.028895	0.0252134	0.0291939	0.092929	0	0.00816543	0.0142397	0.0438722	0.669764	0.0641651	0.0154679	0.00773341	0.0473945	0.087186	0.00770585	0.00800053	0	0.042832	0.0209709	0.00820462	0.00666954	0	0.00733464	0	0.00587396	0	0.0152667	0.00776609	0	0.0413445	0.657126	0.0670628	0.00717155	0	0	0	0.012147	0	0.00547609	0.00833084	0.00809797	0.0208492	0.00653942	0.0155062	5.81718	0.561452	0.0178269	0.00899824	0	0	0	0	0	0	0.0170611	0.0641498	0	0.0189939	0	0	0.00660581	0	0	0	0	0	0	0	0	0.0226073	0.0150765	0.0185253
ME36464|contig-2533	27962	0	0	0	0	0	0.0137265	0.0130356	0.00999419	0	0.00864198	0	0	0.0078108	0	0.0147037	0.023934	0.0666957	0.217042	0.00799767	0	0	0.00603198	0.0398983	0.0232245	0.00639535	0.0377907	0	0.033481	0.00795265	0.0173177	0.545781	0.0385816	0.00719006	0.0159768	0.0247093	0.0503958	0	0	0.00729848	0.0330647	0.0241034	0.00806803	0	0	0	0	0.00704328	0	0.00548254	0.00795149	0	0.0163351	0.829766	0.0761296	0	0.0168482	0.0155137	0	0.00831457	0.00758896	0.016375	0	0.0218212	0.00857184	0	0.0374891	5.59236	0.496805	0.00824435	0.00541267	0	0.00918931	0	0.00809672	0	0	0.0174305	0.0375618	0.0271723	0.00828308	0.00791978	0	0.00962377	0	0	0	0.0154047	0	0	0	0	0.0363914	0.0153684	0.00639256
ME36464|contig-2228000588	27623	0	0.006911	0	0	0	0	0	0	0	0	0	0.00584451	0	0	0.0257306	0.0271373	0.046894	0.226739	0	0.0176672	0.00820245	0	0.0335161	0.00839006	0.034583	0.0235459	0	0.017133	0.0225376	0.00790296	0.393457	0.0407893	0	0.0265064	0.00905044	0.0221667	0	0	0	0.0235549	0.0148848	0	0	0	0	0	0	0.00915071	0.00705804	0.00937397	0.0332243	0.0444338	0.819821	0.118486	0.00680372	0.0182346	0.0102998	0	0.0156233	0	0.0160276	0	0.0245194	0.00757548	0	0.0419287	5.59062	0.597993	0.00672918	0	0	0.00614129	0	0	0	0	0.00591934	0.00801795	0	0.00820245	0	0	0	0	0	0.0073186	0.00835019	0	0	0	0.00824773	0.0320647	0	0.00930387
ME36464|contig-2367002878	21361	0	0	0	0	0	0	0.0109843	0.0158738	0	0	0	0.0165688	0	0	0.0207229	0	0.128829	0.201061	0	0	0	0.0117596	0.0458435	0.0329938	0.00822219	0.0422582	0	0.0117495	0.0264126	0.0206274	0.598673	0.0330294	0.00926589	0.0322365	0.0390554	0.0285087	0	0.00969761	0	0.0469667	0.034277	0.00984939	0.00997756	0	0	0	0	0	0.0265508	0.0465594	0.00878407	0.0436817	0.798006	0.0833214	0.00883941	0.0114141	0.0118052	0.0109895	0	0	0.0170001	0.00716367	0	0.0324877	0	0.0199742	5.14532	0.417403	0.00898104	0.0112773	0	0	0.0100339	0	0	0	0	0.00831462	0.0399484	0.0115173	0	0	0.00874134	0.015669	0	0	0	0	0.0197849	0	0.0111499	0	0.0229413	0.0256557
ME36464|contig-1001820	21157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0603195	0.15945	0	0	0.011872	0	0.0377021	0	0.0113444	0.00159305	0.0353888	0	0.00188106	0	0.792517	0	0	0	0.0251509	0	0	0	0	0.00949535	0	0	0.00795449	0	0	0.0112338	0	0.0290672	0	0	0.00935255	0.0104132	1.08551	0.0880494	0	0.00983844	0.0125006	0	0	0.00940439	0.00906592	0	0	0.0117238	0.0137958	0	7.01578	0.799325	0.00849052	0.0219563	0.0104222	0	0.00844391	0.0104644	0.0123064	0	0.00144697	0	0	0	0	0	0	0.00815283	0	0	0.0107631	0	0	0	0.0111149	0	0	0
ME36464|contig-2219002592	18736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0509335	0.0136006	0.0690635	0.208866	0	0	0	0	0.0150323	0.0149278	0.0261288	0.0364054	0	0.00993884	0.0230996	0.0223824	0.465498	0.0391247	0	0	0.0563026	0.0606573	0	0	0	0.00802139	0.0229233	0	0	0	0	0	0	0	0	0.0233675	0	0.0253793	0.585624	0.0511854	0.0133851	0.0374031	0.0155208	0	0.014086	0.0125587	0.00999126	0.0406793	0	0.011854	0	0.0380833	5.52698	0.461614	0	0	0	0	0	0	0	0	0.0339668	0.0100535	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0245794	0	0.0371463
ME36464|contig-1001675	18700	0	0	0	0	0	0	0	0.0119426	0	0	0	0	0	0	0	0.0518279	0.087266	0.119783	0	0	0.0233246	0	0.0384489	0.0101907	0.0349984	0.0222368	0	0.0136244	0	0.0214966	0.457554	0.0130673	0	0.00924609	0.0385037	0.0402079	0	0	0	0.0256971	0.0100623	0	0	0	0	0	0	0	0	0	0	0.0112108	0.591148	0.137219	0	0.0259328	0.0112803	0.0131377	0.0109956	0	0	0	0	0	0	0.0225008	5.49332	0.466791	0.0131896	0	0.0129188	0	0	0	0	0.0117081	0.0207376	0.00810249	0	0	0	0	0.014009	0	0	0.0100723	0	0	0	0	0	0	0.0178513	0.0246305
ME36464|contig-6002854	18345	0	0	0	0	0	0	0.0108241	0.015364	0	0	0.0129529	0	0	0	0.0255481	0.0094882	0.143041	0.115567	0	0	0.0288123	0	0	0	0.0131821	0.0544601	0	0.0210926	0.0127225	0.0154516	0.456574	0.0211876	0.0106579	0	0.0608837	0.0679498	0	0	0	0	0.0493001	0	0	0	0	0	0	0	0	0	0	0.0359155	0.778936	0.0540888	0	0.0142275	0	0	0.0126081	0.0229314	0.0230962	0.0232104	0	0.0291376	0	0	6.38879	0.575573	0	0.00854224	0	0.0120011	0	0	0.0132336	0	0.0350427	0.02652	0	0.0240103	0	0	0	0	0	0	0	0.0117844	0	0	0.0136458	0.0240554	0	0.0221602
ME36464|contig-1398	17209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118328	0	0	0	0	0	0	0	0	0	0	0	0	0.638378	0	0	0	0.0243932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05646	0.0536981	0	0	0	0	0	0	0	0	0	0	0	0	6.62618	0.618574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ME36464|contig-2320000507	17122	0	0	0	0	0	0	0.0143713	0	0	0	0	0	0	0.0120504	0.0352012	0.0134779	0.0974353	0.156235	0	0	0	0	0.0208034	0.0304066	0.0126499	0.0896882	0.0139471	0	0.0117978	0	0.650802	0.0266874	0	0.0125749	0.0259592	0.0116154	0	0.014616	0.0297605	0.0218406	0.00807996	0	0	0.0105937	0	0	0	0	0	0.0280206	0.0146636	0.0889993	0.916398	0.100527	0	0.0105389	0.015404	0	0	0.0156886	0.0126332	0.0101796	0.0135912	0	0.0138955	0.00832934	6.25045	0.524551	0.0119205	0	0	0	0	0	0.0162412	0	0	0.0263663	0	0	0	0	0	0.0135977	0	0	0	0	0	0	0	0.0118006	0.0260129	0.0400791
